Year_x,Title,Abstract,title_topic,title_topic1,title_topic2,ab_topic,ab_topic1,ab_topic2,Matching_Topics,Fact1,Fact2,Fact3,final_topic,gpt_topic,Cat_L1,Cat_L2,Cat_L3,Cat_L1_Valid,Cat_L2_Valid,Cat_L3_Valid
2024,A review for the correlation between optic atrophy 1-dependent mitochondrial fusion and cardiovascular disorders.,"Mitochondrial dynamics homeostasis is sustained by continuous and balanced fission and fusion, which are determinants of morphology, abundance, biogenesis and mitophagy of mitochondria. Optic atrophy 1 (OPA1), as the only inner mitochondrial membrane fusion protein, plays a key role in stabilizing mitochondrial dynamics. The disturbance of mitochondrial dynamics contributes to the pathophysiological progress of cardiovascular disorders, which are the main cause of death worldwide in recent decades and result in tremendous social burden. In this review, we describe the latest findings regarding OPA1 and its role in mitochondrial fusion. We summarize the post-translational modifications (PTMs) for OPA1 and its regulatory role in mitochondrial dynamics. Then the diverse cell fates caused by OPA1 expression during cardiovascular disorders are discussed. Moreover, cardiovascular disorders (such as heart failure, myocardial ischemia/reperfusion injury, cardiomyopathy and cardiac hypertrophy) relevant to OPA1-dependent mitochondrial dynamics imbalance have been detailed. Finally, we highlight the potential that targeting OPA1 to impact mitochondrial fusion may be used as a novel strategy against cardiovascular disorders.",mitochondrial dysfunction,mitochondrial quality,mitochondrial transplantation,mitochondrial dynamics,msc mt,bcl2 13,0,"Mitochondrial dynamics homeostasis is sustained by continuous and balanced fission and fusion, which are determinants of morphology, abundance, biogenesis and mitophagy of mitochondria","Optic atrophy 1 (OPA1), as the only inner mitochondrial membrane fusion protein, plays a key role in stabilizing mitochondrial dynamics","The disturbance of mitochondrial dynamics contributes to the pathophysiological progress of cardiovascular disorders, which are the main cause of death worldwide in recent decades and result in tremendous social burden",mitochondrial dysfunction,mitochondrial dysfunction,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,True
2017,Risk of Heart Failure With Preserved Ejection Fraction in Older Women After Contemporary Radiotherapy for Breast Cancer.,"BACKGROUND: Cardiomyocytes are resistant to radiation. However, cardiac radiation exposure causes coronary microvascular endothelial inflammation, a perturbation implicated in the pathogenesis of heart failure (HF) and particularly HF with preserved ejection fraction (HFpEF). Radiotherapy for breast cancer results in variable cardiac radiation exposure and may increase the risk of HF. METHODS: We conducted a population-based case-control study of incident HF in 170 female residents of Olmsted County, Minnesota (59 cases and 111 controls), who underwent contemporary (1998-2013) radiotherapy for breast cancer with computed tomography-assisted radiotherapy planning. Controls were matched to cases for age, tumor side, chemotherapy use, diabetes mellitus, and hypertension. Mean cardiac radiation dose (MCRD) in each patient was calculated from the patient's computed tomography images and radiotherapy plan. RESULTS: Mean age at radiotherapy was 69±9 years. Of HF cases, 38 (64%) had EF≥50% (HFpEF), 18 (31%) had EF<50% (HF with reduced EF), and 3 (5%) did not have EF measured. The EF was ≥40% in 50 of the 56 HF cases (89%) with an EF measurement. The mean interval from radiotherapy to HF was 5.8±3.4 years. The odds of HF was higher in patients with a history of ischemic heart disease or atrial fibrillation. The MCRD was 2.5 Gy (range, 0.2-13.1 Gy) and higher in cases (3.3±2.7 Gy) than controls (2.1±2.0 Gy; P=0.004). The odds ratio (95% confidence interval) for HF per log MCRD was 9.1 (3.4-24.4) for any HF, 16.9 (3.9-73.7) for HFpEF, and 3.17 (0.8-13.0) for HF with reduced EF. The increased odds of any HF or HFpEF with increasing MCRD remained significant after adjustment for HF risk factors and in sensitivity analyses matching by cancer stage rather than tumor side. Only 18.6% of patients experienced new or recurrent ischemic events between radiotherapy and the onset of HF. CONCLUSIONS: The relative risk of HFpEF increases with increasing cardiac radiation exposure during contemporary conformal breast cancer radiotherapy. These data emphasize the importance of radiotherapy techniques that limit MCRD during breast cancer treatment. Moreover, these data provide further support for the importance of coronary microvascular compromise in the pathophysiology of HFpEF. ",fatty_acid,gene_expression,endothelial_cell,vascular_permeability,previously_report,risk_factor,0," Cardiomyocytes are resistant to radiation but cardiac radiation exposure can still cause coronary microvascular inflammation. 
 "," A study found that women who received breast cancer radiotherapy had a higher risk of heart failure, particularly heart failure with preserved ejection fraction (HFpEF). 
 "," The study suggests that reducing cardiac radiation exposure during breast cancer treatment may help reduce the risk of heart failure, especially HFpEF",,atrial fibrillation,Clinical Cardiology,Heart Failure,HFpEF,True,True,True
2020,Probabilistic identification of saccharide moieties in biomolecules and their protein complexes.,"The chemical composition of saccharide complexes underlies their biomedical activities as biomarkers for cardiometabolic disease, various types of cancer, and other conditions. However, because these molecules may undergo major structural modifications, distinguishing between compounds of saccharide and non-saccharide origin becomes a challenging computational problem that hinders the aggregation of information about their bioactive moieties. We have developed an algorithm and software package called ""Cheminformatics Tool for Probabilistic Identification of Carbohydrates"" (CTPIC) that analyzes the covalent structure of a compound to yield a probabilistic measure for distinguishing saccharides and saccharide-derivatives from non-saccharides. CTPIC analysis of the RCSB Ligand Expo (database of small molecules found to bind proteins in the Protein Data Bank) led to a substantial increase in the number of ligands characterized as saccharides. CTPIC analysis of Protein Data Bank identified 7.7% of the proteins as saccharide-binding. CTPIC is freely available as a webservice at (http://ctpic.nmrfam.wisc.edu). ",gene_expression,endothelial_cell,coronary_artery,long_term,animal_model,methods_result,0," The chemical composition of saccharide complexes can be used as biomarkers for various diseases, but distinguishing between saccharide and non-saccharide compounds is a challenging problem. 
 "," The ""Cheminformatics Tool for Probabilistic Identification of Carbohydrates"" (CTPIC) is an algorithm and software package that can identify saccharides and saccharide-derivatives from non-saccharides. 
 "," CTPIC analysis of protein-ligand interactions in the RCSB Ligand Expo and Protein Data Bank databases identified a significant number of saccharide-binding proteins and saccharides, and the tool is freely available as a webservice",,,Basic / Translational Research,Molecular Mechanisms,Signaling Pathways,True,True,False
2015,Pulmonary function as a risk factor for dementia death: an individual participant meta-analysis of six UK general population cohort studies.,"BACKGROUND: In addition to being associated with all-cause mortality and cardiovascular disease mortality, lung function has been linked with dementia. However, existing studies typically provide imprecise estimates due to small numbers of outcome events and are based on unrepresentative samples of the general population. METHODS: Individual participant meta-analysis of six cohort studies from the Health Survey for England and the Scottish Health Survey (total N=54 671). Dementia-related mortality was identified by mention of dementia on any part of the death certificate (mean follow-up 11.7 years). Study-specific Cox proportional hazard models of the association between lung function and dementia-related death were pooled using random effect meta-analysis to produce overall results. RESULTS: There was a dose-response association between poorer lung function and a higher risk of dementia-related death (age- and sex-adjusted HR compared to highest quartile of forced expiratory volume in 1 s (FEV1), 95% CI: second quartile 1.32, 0.99 to 1.76; third quartile 1.78, 1.30 to 2.43; fourth (lowest) quartile 2.74, 1.73 to 4.32). There was no significant heterogeneity in study-specific estimates (I(2)=0%). Controlling for height, socioeconomic status, smoking and general health attenuated but did not remove the association (second quartile 1.15, 0.82 to 1.62; third quartile 1.37, 0.96 to 1.94; fourth quartile 2.09, 1.17 to 3.71). Results for forced vital capacity and peak flow were similar. CONCLUSIONS: In these general population samples, the relation between three measures of lung function and dementia death followed a dose-response gradient. Being in the bottom quartile of lung function was associated with a doubling of the risk. ",risk_factor,growth_factor,gene_expression,risk_factor,long_term,mean_year,1," Lung function has been linked with dementia and mortality, but previous studies have been limited by small numbers and unrepresentative samples. 
 "," The study analyzed data from 54,671 participants and found a dose-response association between poorer lung function and dementia-related death. 
 "," The association between lung function and dementia death remained significant even after controlling for factors such as height, socioeconomic status, smoking, and general health",risk_factor,risk_factor,Epidemiology & Risk Factors,Demographic & Social Determinants,Age & Sex Differences,True,True,True
2023,Apolipoprotein F is reduced in humans with steatosis and controls plasma triglyceride-rich lipoprotein metabolism.,"NAFLD affects nearly 25% of the global population. Cardiovascular disease (CVD) is the most common cause of death among patients with NAFLD, in line with highly prevalent dyslipidemia in this population. Increased plasma triglyceride (TG)-rich lipoprotein (TRL) concentrations, an important risk factor for CVD, are closely linked with hepatic TG content. Therefore, it is of great interest to identify regulatory mechanisms of hepatic TRL production and remnant uptake in the setting of hepatic steatosis.",disease mendelian_randomization,apolipoprotein a1,apolipoprotein_e dyslipidemia,non alcoholic_fatty_liver_disease,alcoholic_fatty_liver_disease nafld,non alcoholic_fatty_liver_disease nafld,0,NAFLD affects nearly 25% of the global population,"Cardiovascular disease (CVD) is the most common cause of death among patients with NAFLD, in line with highly prevalent dyslipidemia in this population","Increased plasma triglyceride (TG)-rich lipoprotein (TRL) concentrations, an important risk factor for CVD, are closely linked with hepatic TG content",disease mendelian_randomization,disease mendelian_randomization,Basic / Translational Research,Genetic & Epigenetic Studies,Dyslipidemia,True,True,True
2007,"Relationships of circulating carotenoid concentrations with several markers of inflammation, oxidative stress, and endothelial dysfunction: the Coronary Artery Risk Development in Young Adults (CARDIA)/Young Adult Longitudinal Trends in Antioxidants (YALTA) study.","BACKGROUND: Serum carotenoid concentrations relate inversely to cardiovascular disease incidence. To clarify the effect of carotenoids on atherosclerotic risk factors, we examined the association of circulating carotenoids with inflammation, oxidative stress, endothelial dysfunction, and smoking. METHODS: Black and white men and women in the Coronary Artery Risk Development in Young Adults study, ages 18 to 30 years at recruitment (1985-1986) from 4 US cities, were investigated over 15 years. We included 2048 to 4580 participants in analyses of the sum of serum alpha-carotene, beta-carotene, zeaxanthin/lutein, and beta-cryptoxanthin concentrations and of lycopene at year 0 and at year 7. RESULTS: The year 0 sum of 4 carotenoids was inversely associated (all P <0.05) with year 0 leukocyte count (slope per sum carotenoid SD, -0.17); year 7 fibrinogen (slope, -0.10); year 7 and year 15 C-reactive protein (slope, -0.12 and -0.09); and year 15 F(2)-isoprostanes (slope, -13.0), soluble P-selectin (slope, -0.48), and soluble intercellular adhesion molecule-1 (sICAM1; slope, -5.1). Leukocyte counts and sICAM1 and F(2)-isoprostane concentrations had stronger associations in smokers than in nonsmokers, and sICAM1 concentrations were higher in the highest carotenoid quartile in smokers than in the lowest carotenoid quartile in nonsmokers. Superoxide dismutase was positively associated with the sum of 4 carotenoids (slope, 0.12; P <0.01). Lycopene was inversely associated only with sICAM1. The year 7 carotenoid associations with these markers were mostly similar to those at year 0. CONCLUSIONS: Circulating serum carotenoids were associated, some interactively with smoking, in apparently beneficial directions with markers of inflammation, oxidative stress, and endothelial dysfunction. ",coronary_artery,gene_expression,endothelial_dysfunction,risk_factor,oxidative_stress,coronary_artery,1," Higher levels of carotenoids in the blood are associated with lower levels of inflammation, oxidative stress, and endothelial dysfunction. 
"," The association between carotenoids and these markers is stronger in smokers than in non-smokers, and carotenoids may have a protective effect against cardiovascular disease. 
"," Lycopene, a specific type of carotenoid, is associated with lower levels of sICAM1, a marker of endothelial dysfunction, and superoxide dismutase, an antioxidant enzyme, is positively associated with the sum of four carotenoids",,women's cardiovascular health,Epidemiology & Risk Factors,Lifestyle & Behavioral Factors,"Smoking, Tobacco, & Vaping",True,True,True
2018,Morphologic Analysis of the Normal Right Ventricle Using Three-Dimensional Echocardiography-Derived Curvature Indices.,"BACKGROUND: Right ventricular (RV) remodeling involves changes in size, wall thickness, function, and shape. Previous studies have suggested that regional curvature indices (rCI) may be useful for RV shape analysis. The aim of this study was to establish normal three-dimensional echocardiographic values of rCI in a large group of healthy subjects to facilitate future three-dimensional echocardiographic study of adverse RV remodeling. METHODS: RV endocardial surfaces were reconstructed at end-diastole and end-systole in 245 healthy subjects (mean age, 42 ± 12 years) and analyzed using custom software to calculate mean curvature in six regions: RV inflow tract (RVIT) and RV outflow tract, apex, and body (both divided into free wall and septal regions). Associations with age and gender were studied. RESULTS: The apical free wall was convex, while the septum (apex and body) was more concave than the body free wall. Septal curvature did not change significantly from end-diastole to end-systole. The RV outflow tract and RVIT became flatter from end-diastole to end-systole. In keeping with the ""bellows-like"" action of RV contraction, the body free wall became flatter, while the apex free wall changed to a more convex surface. There were no intergender differences in rCI. In older subjects (≥55 years of age), the RV free wall and RV outflow tract were flatter, and from end-diastole to end-systole, the RVIT became less flattened and the apex less pointed. These changes suggest that the right ventricle is stiffer in older subjects, with less dynamic contraction of the RVIT and less bellows-like movement. CONCLUSIONS: This study established normal three-dimensional echocardiographic values for RV rCI, which are needed to further study RV diastolic dysfunction and remodeling with disease. ",coronary_artery,gene_expression,endothelial_cell,vessel_wall,deficient_mouse,adhesion_molecule,0," RV remodeling involves changes in size, wall thickness, function, and shape, and regional curvature indices (rCI) may be useful for RV shape analysis. 
 "," The study analyzed the RV endocardial surfaces in 245 healthy subjects to establish normal three-dimensional echocardiographic values of rCI. 
 ", The study found that older subjects (≥55 years of age) have a stiffer right ventricle with less dynamic contraction of the RV inflow tract and less bellows-like movement,,,Diagnostics & Imaging,Imaging Modalities,Echocardiography & Ultrasound,True,True,True
2006,Paradoxical increase in ventricular torsion and systolic torsion rate in type I diabetic patients under tight glycemic control.,"OBJECTIVES: This study sought to characterize the early features of diabetic cardiomyopathy by magnetic resonance imaging (MRI) tagging. BACKGROUND: The earliest manifestations of diabetic cardiomyopathy have not been well established, especially under tight glycemic management. We hypothesized that torsion measurements would identify subclinical contractile alterations in type I diabetics with normal left ventricular ejection fraction, mass, blood pressure, and aggressive glycemic control. We also sought to characterize the influence of elevated resting heart rates (HRs) of diabetics on torsion. METHODS: Sixteen patients with type I diabetes and 10 control patients underwent cine and tagged MRI with a 1.5-T scanner. Torsion, strain, and their rates were measured. To quantify the influence of chronotropic and inotropic stimulation on torsion, nine healthy volunteers underwent MRI tagging at rest, after atropine injection, and after exercise. RESULTS: Diabetic patients (hemoglobin A1c, 6.8 +/- 0.4%) had a higher resting HR (77.0 +/- 12.4 beats/min vs. 59.0 +/- 5.6 beats/min; p < 0.01), higher maximal torsion by 23% (3.5 +/- 0.9 degrees/cm vs. 2.7 +/- 0.4 degrees/cm; p < 0.01) and higher maximal systolic torsion rate (TR-s) by 25% (0.013 +/- 0.003 degrees/cm/s vs. 0.010 +/- 0.002 degrees/cm/s, p = 0.01). Torsion did not significantly change with chronotropic stimulation (p = 0.30). CONCLUSIONS: In diabetics under tight glycemic control, we observed a surprising increase in torsion and TR-s unrelated to chronotropic influences of HR. We propose that increased torsion and TR-s could represent early predictive markers of the propensity to cardiac dysfunction in asymptomatic type I diabetics. Furthermore, these findings seem fundamental to the diabetic state itself and unaccounted for by other comorbidities. ",gene_expression,endothelial_cell,coronary_artery,receptor_antagonist,significant_difference,myocardial_injury,0," The study aimed to identify early signs of diabetic cardiomyopathy using MRI tagging, as current knowledge on this topic is limited. 
 "," The study found that patients with type I diabetes had higher resting heart rates, torsion, and torsion rates compared to healthy controls, even with tight glycemic control. 
 "," The study suggests that increased torsion and torsion rates could be early predictive markers of cardiac dysfunction in asymptomatic type I diabetics, and these findings may be fundamental to the diabetic state itself",,hypertension control,Clinical Cardiology,Other Clinical Areas,Hypertrophic & Other Cardiomyopathies,True,True,True
2020,The Affordable Care Act improved health insurance coverage and cardiovascular-related screening rates for cancer survivors seen in community health centers.,"BACKGROUND: This study assessed the impact of Affordable Care Act (ACA) Medicaid expansion on health insurance rates and receipt of cardiovascular-related preventive screenings (body mass index, glycated hemoglobin [HbA1c], low-density lipoproteins, and blood pressure) for cancer survivors seen in community health centers (CHCs). METHODS: This study identified cancer survivors aged 19 to 64 years with at least 3 CHC visits in 13 states from the Accelerating Data Value Across a National Community Health Center Network (ADVANCE). Via inverse probability of treatment weighting multilevel multinomial modeling, insurance rates before and after the ACA were estimated by whether a patient lived in a state that expanded Medicaid, and changes between a pre-ACA time period and 2 post-ACA time periods were assessed. RESULTS: The weighted estimated sample size included 409 cancer survivors in nonexpansion states and 2650 in expansion states. In expansion states, the proportion of uninsured cancer survivors decreased significantly from 20.3% in 2012-2013 to 4.5%in 2016-2017, and the proportion of those with Medicaid coverage increased significantly from 38.8% to 55.6%. In nonexpansion states, there was a small decrease in uninsurance rates (from 33.6% in 2012-2013 to 22.5% in 2016-2017). Cardiovascular-related preventive screening rates increased over time in both expansion and nonexpansion states: HbA1c rates nearly doubled from the pre-ACA period (2012-2013) to the post-ACA period (2016-2017) in expansion states (from 7.2% to 12.8%) and nonexpansion states (from 9.3% to 16.8%). CONCLUSIONS: This study found a substantial decline in uninsured visits among cancer survivors in Medicaid expansion states. Yet, 1 in 5 cancer survivors living in a state that did not expand Medicaid remained uninsured. Several ACA provisions likely worked together to increase cardiovascular-related preventive screening rates for cancer survivors seen in CHCs. ",pregnant_rat,gene_expression,endothelial_cell,blood_pressure,significant_difference,risk_factor,0,,,,,hypertension control,Epidemiology & Risk Factors,Demographic & Social Determinants,Age & Sex Differences,True,True,False
2018,Predictors of completion of a psychological-behavioral intervention in acute coronary syndrome patients.,"OBJECTIVE: Dropout from health behavior interventions in patients with heart disease is a major clinical issue that can impact recovery and prognosis. Positive psychology (PP)-based treatments have the potential to promote health behaviors, but predictors of PP intervention completion have not been examined in persons with heart disease. METHODS: Among 128 patients receiving a phone-based PP intervention to promote physical activity among acute coronary syndrome (ACS) patients, numerous baseline sociodemographic, medical, and psychological variables, along with self-reported pre/post improvements in happiness and optimism (on 0-10 Likert scales) associated with an initial PP exercise, were examined as potential predictors of intervention completion. Logistic and linear regression analyses were used to assess relationships between these predictors and (a) intervention completion (at least 4 of 8 sessions completed) and (b) number of total sessions completed. RESULTS: No patient characteristic was associated with greater likelihood of completing the PP intervention. However, immediate pre-post change in optimism following the initial exercise was associated with intervention completion (odds ratio = 1.98; 95% confidence interval: 1.28-3.05; p = .002; mean post-exercise increase in optimism 0.79 [SD 1.52] in completers vs. mean optimism decrease of 0.59 [SD 1.42] in non-completers). CONCLUSIONS: Pre-post change in optimism with a single PP activity predicted completion of an 8-week PP-based health behavior intervention in post-ACS patients. This information could be used clinically by having potential enrollees complete a single PP activity to assess intervention fit. ",smooth_muscle,gene_expression,endothelial_cell,risk_factor,mean_year,acute_coronary,0," Dropout from health behavior interventions in patients with heart disease is a major issue that can impact recovery and prognosis. 
 "," The study examined the predictors of a positive psychology-based intervention completion in patients with heart disease and found no patient characteristics associated with completion. 
 ", The study found that a pre-post change in optimism following a single positive psychology activity predicted completion of the 8-week intervention in post-ACS patients,,exercise and cardiovascular health,Clinical Cardiology,Acute Coronary Syndromes (STEMI/NSTEMI),Predictors of Intervention Completion,True,True,True
